date,region,product_id,revenue,cost,quantity
2025-11-08,East,P004,724.56,96.19,6
2025-11-10,East,P006,355.27,154.7,2
2025-11-08,West,P005,682.45,98.51,5
2025-11-09,East,P008,1657.48,185.05,8
2025-11-09,East,P008,1021.15,95.01,8
2025-11-11,West,P014,624.7,149.99,3
2025-11-11,South,P016,425.12,171.74,2
2025-11-07,North,P008,1202.6,103.72,9
2025-11-10,North,P003,1299.92,142.35,8
2025-11-06,East,P002,666.57,90.65,5
2025-11-12,South,P002,2182.7,157.62,10
2025-11-12,East,P007,973.78,143.93,5
2025-11-11,West,P015,419.34,79.77,4
2025-11-06,East,P020,613.44,88.66,5
2025-11-06,East,P013,966.1,141.9,5
2025-11-07,North,P019,1426.84,197.03,6
2025-11-11,East,P017,202.61,177.16,1
2025-11-11,South,P007,926.56,82.5,9
2025-11-09,South,P007,709.1,109.61,5
2025-11-06,West,P018,1168.43,126.7,7
2025-11-07,South,P007,2118.51,172.15,9
2025-11-11,South,P005,518.33,58.64,7
2025-11-07,South,P002,495.85,62.2,7
2025-11-11,West,P018,1830.01,180.94,8
2025-11-07,South,P003,319.78,53.11,5
2025-11-08,South,P007,1903.98,191.41,9
2025-11-06,North,P015,1286.11,171.45,6
2025-11-06,West,P015,1352.78,152.73,6
2025-11-06,South,P010,997.9,197.78,4
2025-11-10,East,P016,1317.64,128.55,7
2025-11-06,West,P019,1469.41,156.17,8
2025-11-09,East,P020,921.96,82.46,9
2025-11-09,East,P001,1539.77,131.36,10
2025-11-09,East,P018,229.51,199.65,1
2025-11-07,North,P002,1731.15,192.38,6
2025-11-06,West,P015,1992.88,176.36,10
2025-11-11,East,P003,607.55,51.05,9
2025-11-06,East,P002,164.42,127.18,1
2025-11-11,East,P006,857.86,80.78,9
2025-11-09,North,P004,474.66,142.5,3
2025-11-10,North,P009,1710.07,129.24,10
2025-11-12,North,P010,712.74,150.49,4
2025-11-07,North,P011,781.41,69.3,10
2025-11-06,North,P014,291.36,73.21,3
2025-11-08,South,P014,1437.02,161.33,8
2025-11-07,North,P007,274.02,99.15,2
2025-11-06,West,P015,311.49,104.9,2
2025-11-07,South,P013,949.11,168.9,4
2025-11-12,North,P007,470.64,53.73,6
2025-11-11,West,P017,1326.95,163.57,6
2025-11-10,South,P015,2155.91,162.92,9
2025-11-10,West,P001,680.52,51.19,9
2025-11-11,East,P013,111.81,86.69,1
2025-11-11,North,P008,1170.17,127.63,8
2025-11-09,South,P007,784.92,113.83,6
2025-11-07,North,P017,1267.0,184.84,5
2025-11-08,North,P011,1258.26,138.07,8
2025-11-11,East,P016,929.48,117.3,6
2025-11-12,East,P010,502.8,80.96,5
2025-11-07,South,P014,1571.61,163.33,8
2025-11-08,North,P016,57.99,51.6,1
2025-11-12,South,P013,472.54,97.84,4
2025-11-10,West,P004,1386.38,195.37,6
2025-11-11,South,P004,67.93,55.94,1
2025-11-09,South,P011,670.24,116.44,4
2025-11-10,South,P007,739.09,132.48,4
2025-11-06,East,P018,628.89,61.83,9
2025-11-06,North,P012,1540.71,118.93,9
2025-11-12,West,P008,87.79,70.31,1
2025-11-12,East,P020,2090.89,142.86,10
2025-11-12,West,P012,2151.9,182.13,9
2025-11-10,North,P016,1334.08,90.89,10
2025-11-12,North,P013,1263.73,150.15,7
2025-11-11,North,P012,283.7,199.48,1
2025-11-11,South,P016,103.75,69.61,1
2025-11-12,South,P020,1065.19,179.6,4
2025-11-12,East,P020,1040.38,145.79,6
2025-11-10,West,P015,883.31,94.02,8
2025-11-08,East,P002,613.13,141.88,3
2025-11-11,East,P018,662.61,68.21,7
2025-11-06,East,P016,216.62,86.67,2
2025-11-12,North,P007,2143.13,191.74,8
2025-11-08,East,P018,614.74,85.59,6
2025-11-08,North,P016,2090.89,183.9,8
2025-11-09,East,P011,421.12,95.76,3
2025-11-10,North,P014,1362.29,179.94,6
2025-11-11,North,P004,1239.0,142.97,6
2025-11-12,South,P014,1645.01,133.05,9
2025-11-08,North,P018,988.72,111.33,6
2025-11-10,South,P008,499.48,174.27,2
2025-11-08,East,P018,994.23,193.31,4
2025-11-06,North,P002,1725.9,169.92,7
2025-11-06,West,P005,263.4,51.9,4
2025-11-11,North,P008,882.47,77.12,8
2025-11-09,South,P018,510.28,55.85,8
2025-11-12,North,P011,583.42,89.0,5
2025-11-07,North,P011,444.17,180.7,2
2025-11-06,North,P015,584.01,98.7,4
2025-11-12,South,P015,199.62,137.27,1
2025-11-07,East,P018,389.58,65.72,4
2025-11-09,North,P017,168.46,143.3,1
2025-11-09,West,P018,2334.84,176.46,10
2025-11-09,East,P011,977.28,94.03,7
2025-11-12,West,P012,1733.93,174.06,7
2025-11-06,East,P015,1580.04,166.83,8
2025-11-11,East,P010,251.47,94.85,2
2025-11-09,North,P003,1688.14,138.62,9
2025-11-07,East,P007,1649.08,165.25,9
2025-11-09,South,P019,1197.05,143.99,6
2025-11-07,North,P002,857.87,73.41,10
2025-11-06,South,P012,150.63,52.24,2
2025-11-06,East,P020,720.92,137.78,4
2025-11-06,West,P008,1754.29,119.39,10
2025-11-11,North,P002,601.57,82.78,6
2025-11-09,South,P003,198.27,176.6,1
2025-11-06,East,P010,869.03,193.65,4
2025-11-09,South,P014,1655.65,149.78,9
2025-11-09,East,P003,1330.51,179.91,5
2025-11-09,North,P020,1470.35,130.41,8
2025-11-09,East,P020,174.77,147.36,1
2025-11-07,East,P011,519.57,63.14,7
2025-11-12,East,P017,243.18,183.65,1
2025-11-11,North,P020,1203.34,150.96,6
2025-11-12,West,P020,1589.8,138.93,8
2025-11-06,North,P009,1541.86,138.1,10
2025-11-09,North,P012,582.81,110.12,4
2025-11-12,South,P006,648.82,133.41,4
2025-11-10,East,P004,426.79,74.67,4
2025-11-06,South,P006,1222.77,104.75,8
2025-11-12,East,P011,1499.65,122.81,9
2025-11-08,West,P002,1450.54,163.44,7
2025-11-10,East,P006,255.71,98.81,2
2025-11-08,East,P004,582.87,122.83,4
2025-11-08,East,P017,2591.59,182.22,10
2025-11-12,East,P016,1046.77,158.74,5
2025-11-08,South,P005,170.35,64.79,2
2025-11-11,West,P004,728.44,78.02,8
2025-11-07,North,P012,395.46,103.39,3
2025-11-07,East,P011,951.53,127.04,6
2025-11-12,North,P002,825.62,138.42,4
2025-11-10,West,P007,202.95,56.93,3
2025-11-08,East,P013,883.12,131.95,5
2025-11-07,West,P004,121.8,82.54,1
2025-11-06,West,P017,1634.15,197.92,6
2025-11-12,South,P015,1087.84,77.85,10
2025-11-06,North,P017,776.28,105.31,5
2025-11-10,North,P019,77.09,55.89,1
2025-11-06,South,P014,2335.61,174.26,9
2025-11-12,South,P019,377.15,110.47,3
2025-11-10,East,P013,485.86,91.14,4
2025-11-07,West,P011,2229.01,194.46,10
2025-11-06,West,P014,1514.63,129.6,10
2025-11-11,East,P001,1482.22,101.88,10
2025-11-06,West,P007,149.78,110.93,1
2025-11-11,East,P016,2011.88,160.84,9
2025-11-10,South,P010,1254.95,176.39,6
2025-11-11,North,P018,132.72,100.88,1
2025-11-07,East,P011,589.33,72.14,7
2025-11-06,East,P020,1868.98,185.6,7
2025-11-07,West,P004,1131.07,87.39,10
2025-11-08,South,P009,686.86,157.9,3
2025-11-06,North,P017,1473.46,127.91,10
2025-11-08,East,P019,586.83,105.51,5
2025-11-07,West,P003,539.01,121.25,4
2025-11-08,East,P001,2348.38,196.27,10
2025-11-07,South,P007,785.03,61.94,10
2025-11-07,South,P011,216.91,173.64,1
2025-11-10,North,P011,633.26,51.1,10
2025-11-09,West,P006,538.45,130.62,3
2025-11-07,East,P020,833.77,63.07,9
2025-11-09,North,P011,265.89,112.42,2
2025-11-10,North,P012,542.47,158.23,3
2025-11-11,North,P005,470.53,178.68,2
2025-11-11,South,P001,926.81,189.5,4
2025-11-08,North,P010,1063.26,80.91,10
2025-11-10,North,P014,1832.15,175.96,8
2025-11-09,East,P001,1708.28,188.18,8
2025-11-06,East,P016,678.49,60.75,9
2025-11-07,East,P002,1851.16,179.1,8
2025-11-06,East,P020,1305.2,154.64,7
2025-11-12,West,P013,643.54,183.6,3
2025-11-09,West,P012,330.01,129.42,2
2025-11-12,South,P006,735.44,103.9,5
2025-11-11,North,P015,1374.78,114.26,9
2025-11-09,South,P010,1125.53,106.8,9
2025-11-12,East,P001,84.79,66.6,1
2025-11-12,East,P020,1314.5,158.15,6
2025-11-12,East,P011,150.29,53.34,2
2025-11-10,South,P017,1094.75,97.89,8
2025-11-08,South,P013,1673.86,138.16,9
2025-11-12,West,P007,60.29,50.45,1
2025-11-06,North,P012,816.11,196.16,3
2025-11-09,South,P003,1873.88,168.48,8
2025-11-08,South,P015,1291.43,191.8,5
2025-11-08,North,P018,1190.9,116.96,8
2025-11-12,South,P003,649.6,57.36,9
2025-11-12,North,P017,1046.67,145.02,5
2025-11-08,East,P011,1157.43,102.32,8
2025-11-10,West,P018,244.93,170.98,1
2025-11-10,West,P002,1956.13,168.86,10
2025-11-07,West,P008,2125.76,146.89,10
2025-11-07,South,P012,995.32,171.54,4
2025-11-12,South,P008,518.28,89.12,5
2025-11-07,West,P009,799.45,119.49,6
2025-11-09,East,P009,1052.17,182.99,5
2025-11-12,East,P017,1090.23,198.72,4
2025-11-09,South,P009,1567.04,134.0,10
2025-11-08,West,P012,950.2,117.03,7
2025-11-11,North,P004,1566.5,170.66,8
2025-11-11,South,P010,1405.21,123.08,8
2025-11-10,West,P004,1118.77,84.94,9
2025-11-12,East,P008,426.62,50.19,6
2025-11-06,North,P009,344.97,64.78,4
2025-11-07,West,P013,411.65,122.84,3
2025-11-09,North,P002,1872.04,168.44,8
2025-11-07,South,P004,1049.24,92.19,8
2025-11-11,East,P012,395.67,51.96,6
2025-11-07,West,P012,1043.41,78.38,9
2025-11-06,East,P020,427.33,101.92,3
2025-11-12,South,P006,778.1,122.35,5
2025-11-10,North,P016,1495.44,155.54,8
2025-11-08,West,P005,1068.44,97.51,9
2025-11-09,North,P009,1024.16,173.62,4
2025-11-08,West,P017,1585.32,120.17,9
2025-11-06,South,P008,2117.62,188.54,8
2025-11-10,North,P018,1697.08,168.34,7
2025-11-10,South,P009,1765.71,144.23,9
2025-11-12,West,P020,1101.71,123.22,7
2025-11-11,South,P001,360.65,53.74,5
2025-11-12,South,P015,1795.81,146.28,10
2025-11-06,East,P012,264.22,103.55,2
2025-11-12,North,P007,1145.23,137.05,7
2025-11-11,South,P007,762.01,91.85,7
2025-11-06,South,P019,909.49,70.65,9
2025-11-12,South,P017,128.66,96.91,1
2025-11-08,West,P020,1735.58,189.61,7
2025-11-12,East,P003,803.29,137.41,4
2025-11-11,South,P008,1397.31,153.5,7
2025-11-10,West,P002,1144.9,163.86,6
2025-11-06,North,P020,969.16,150.92,5
2025-11-09,West,P018,1140.96,136.44,7
2025-11-10,West,P003,111.05,79.68,1
2025-11-11,West,P007,813.32,103.14,6
2025-11-06,South,P013,1055.11,183.77,4
2025-11-12,East,P009,1012.42,176.95,5
2025-11-11,North,P012,1194.09,147.27,7
2025-11-06,North,P013,797.72,70.09,10
2025-11-06,West,P005,409.43,144.66,2
2025-11-08,East,P012,273.78,118.59,2
2025-11-08,South,P007,1333.37,107.8,10
2025-11-12,West,P005,222.61,156.63,1
2025-11-12,East,P017,764.78,99.27,6
2025-11-10,South,P017,688.58,62.72,9
2025-11-06,North,P007,706.35,146.41,4
2025-11-12,South,P008,365.91,90.49,3
2025-11-06,North,P002,1161.16,86.32,10
2025-11-06,East,P014,1591.98,119.27,9
2025-11-11,North,P005,440.78,116.36,3
2025-11-07,East,P017,115.28,101.82,1
2025-11-10,East,P008,1851.3,149.3,10
2025-11-11,West,P010,224.07,192.47,1
2025-11-06,South,P006,1093.06,190.07,5
2025-11-06,North,P013,649.66,139.43,4
2025-11-12,East,P010,598.56,122.97,4
2025-11-11,South,P007,1503.22,187.18,6
2025-11-08,East,P016,486.91,113.3,3
2025-11-12,North,P011,1731.12,154.85,8
2025-11-08,South,P011,274.03,75.58,3
2025-11-07,East,P002,192.36,64.33,2
2025-11-11,West,P011,1512.43,128.22,8
2025-11-11,East,P012,441.89,77.99,4
2025-11-09,West,P009,1315.03,123.95,9
2025-11-07,East,P013,964.3,93.31,8
2025-11-10,West,P005,504.51,120.4,3
2025-11-12,East,P007,813.99,193.17,3
2025-11-10,North,P002,478.34,118.36,3
2025-11-10,South,P008,1217.23,161.48,6
2025-11-06,West,P006,467.84,133.49,3
2025-11-11,South,P008,1392.58,187.05,5
2025-11-09,South,P009,1430.21,150.33,7
2025-11-06,North,P014,1346.4,184.7,5
2025-11-10,North,P014,1863.25,189.55,7
2025-11-07,South,P004,1193.22,139.86,6
2025-11-08,East,P005,504.17,177.08,2
2025-11-11,East,P003,385.3,58.08,5
2025-11-07,South,P014,133.7,110.97,1
2025-11-07,South,P008,809.25,124.63,5
2025-11-10,East,P011,212.2,57.4,3
2025-11-10,East,P002,592.22,86.17,5
2025-11-09,North,P020,777.53,176.68,4
2025-11-07,North,P008,2224.53,178.98,9
2025-11-06,East,P014,597.97,106.94,5
2025-11-06,East,P006,550.56,61.19,8
2025-11-09,South,P004,562.71,61.62,8
2025-11-11,West,P016,1101.12,134.16,6
2025-11-10,East,P002,2475.86,186.03,9
2025-11-06,North,P002,580.72,129.54,3
2025-11-11,East,P012,1970.32,132.77,10
2025-11-07,East,P012,1221.11,172.56,5
2025-11-09,East,P013,205.85,154.31,1
2025-11-07,West,P018,1677.95,150.38,8
2025-11-10,South,P010,1597.5,158.4,7
2025-11-10,West,P020,570.62,91.67,5
2025-11-12,South,P002,774.77,191.5,3
2025-11-07,North,P013,1439.45,195.83,6
2025-11-11,West,P006,769.46,176.2,3
2025-11-10,East,P006,1894.9,149.83,10
2025-11-09,West,P002,986.64,174.85,4
2025-11-12,East,P007,936.13,100.0,8
2025-11-12,North,P002,618.36,75.62,6
2025-11-07,West,P013,1233.41,187.67,5
2025-11-06,West,P003,557.2,78.4,6
2025-11-08,East,P012,646.19,112.07,4
2025-11-08,North,P002,473.01,102.06,4
2025-11-09,West,P010,239.95,186.94,1
2025-11-12,East,P005,1197.94,107.48,10
2025-11-12,East,P016,1401.55,165.24,7
2025-11-07,West,P014,242.27,96.42,2
2025-11-06,West,P011,187.93,75.45,2
2025-11-06,East,P004,803.95,77.99,8
2025-11-12,North,P019,1586.91,178.57,6
2025-11-08,North,P006,525.93,72.6,5
2025-11-10,North,P002,399.1,56.42,5
2025-11-11,East,P003,1709.59,177.73,8
2025-11-11,West,P018,734.9,146.58,4
2025-11-06,South,P013,1338.27,145.97,8
2025-11-12,West,P008,168.11,60.77,2
2025-11-11,West,P014,241.3,61.37,3
2025-11-08,North,P010,1396.62,147.69,8
2025-11-10,North,P015,382.32,91.23,3
2025-11-06,South,P010,924.14,109.96,6
2025-11-07,West,P018,1148.57,164.49,6
2025-11-12,West,P018,129.47,95.45,1
2025-11-11,West,P011,1585.28,169.39,8
2025-11-12,East,P011,266.2,194.86,1
2025-11-07,West,P007,859.64,67.24,9
2025-11-11,South,P006,580.58,62.19,7
2025-11-07,North,P010,1362.72,174.6,6
2025-11-10,North,P007,1713.22,167.07,7
2025-11-12,North,P019,757.91,70.71,9
2025-11-07,West,P001,561.6,98.09,5
2025-11-06,East,P011,464.22,69.26,5
2025-11-09,South,P003,666.56,98.34,5
2025-11-09,North,P010,1131.6,147.45,6
2025-11-07,West,P006,1381.29,156.65,6
2025-11-06,West,P018,1282.8,167.54,6
2025-11-06,North,P003,1155.15,85.98,9
2025-11-08,North,P002,824.54,79.29,7
2025-11-09,South,P018,93.92,62.88,1
2025-11-07,North,P002,443.83,97.46,4
2025-11-12,North,P003,930.91,173.43,4
2025-11-12,South,P006,106.31,89.4,1
2025-11-09,West,P002,533.48,52.3,8
2025-11-12,North,P003,566.19,83.67,5
2025-11-06,West,P001,657.09,151.9,3
2025-11-07,East,P004,321.47,90.55,3
2025-11-06,East,P018,128.57,50.85,2
