date,region,product_id,revenue,cost,quantity
2025-11-08,North,P001,1443.78,102.74,10
2025-11-11,South,P010,124.89,51.6,2
2025-11-08,North,P002,1073.07,118.96,8
2025-11-08,North,P013,2142.19,199.69,8
2025-11-11,North,P009,1006.22,75.48,9
2025-11-06,West,P013,226.67,171.61,1
2025-11-12,South,P019,215.61,175.09,1
2025-11-08,East,P003,428.47,111.86,3
2025-11-08,East,P002,584.52,89.87,5
2025-11-09,North,P012,804.7,146.08,5
2025-11-10,North,P005,820.41,119.98,6
2025-11-11,West,P002,1948.77,177.08,9
2025-11-08,South,P016,481.09,54.08,8
2025-11-12,West,P003,1686.99,115.67,10
2025-11-10,West,P011,1923.03,189.66,7
2025-11-11,East,P010,1646.03,114.36,10
2025-11-11,South,P004,460.89,83.17,4
2025-11-09,North,P009,2206.34,161.48,10
2025-11-06,North,P012,791.59,71.11,10
2025-11-12,West,P005,1508.13,104.52,10
2025-11-06,North,P004,91.08,82.31,1
2025-11-08,North,P004,1860.86,166.43,9
2025-11-09,East,P009,848.57,150.67,4
2025-11-09,West,P003,1720.56,127.99,9
2025-11-08,South,P005,1913.28,156.12,9
2025-11-11,South,P012,232.07,181.88,1
2025-11-07,South,P014,805.55,135.48,4
2025-11-11,West,P019,872.38,90.52,7
2025-11-12,East,P020,720.9,63.01,9
2025-11-12,North,P014,2101.87,176.14,10
2025-11-08,East,P002,428.19,116.07,3
2025-11-11,East,P013,360.93,162.02,2
2025-11-06,West,P012,236.64,189.34,1
2025-11-10,East,P017,841.79,128.01,5
2025-11-08,East,P010,1115.93,94.89,8
2025-11-10,South,P012,1372.5,188.35,5
2025-11-11,South,P012,452.68,168.02,2
2025-11-07,West,P016,2314.78,170.6,10
2025-11-10,West,P017,74.72,50.9,1
2025-11-09,North,P008,692.21,84.8,6
2025-11-10,North,P020,660.18,101.94,5
2025-11-12,East,P015,708.94,182.61,3
2025-11-09,West,P017,145.5,102.81,1
2025-11-08,West,P012,1042.04,172.08,5
2025-11-08,South,P009,237.44,101.83,2
2025-11-10,West,P014,394.21,150.7,2
2025-11-08,West,P018,315.73,68.77,4
2025-11-08,West,P006,460.8,161.45,2
2025-11-12,North,P020,1310.67,169.19,7
2025-11-12,East,P008,1031.71,144.0,5
2025-11-09,South,P009,614.14,169.89,3
2025-11-12,East,P011,125.18,91.61,1
2025-11-08,South,P009,855.29,104.78,6
2025-11-12,South,P016,323.32,55.39,5
2025-11-06,East,P009,676.79,54.64,10
2025-11-09,South,P018,457.51,60.23,6
2025-11-07,East,P015,1721.31,188.47,7
2025-11-10,North,P008,324.01,142.49,2
2025-11-09,South,P017,447.27,104.08,3
2025-11-07,South,P011,395.42,90.51,3
2025-11-07,North,P011,415.02,173.85,2
2025-11-07,North,P002,464.49,59.79,6
2025-11-07,East,P019,1771.22,179.49,7
2025-11-10,South,P018,132.96,103.11,1
2025-11-11,North,P003,1610.16,134.48,8
2025-11-10,East,P016,481.37,109.31,3
2025-11-06,North,P016,974.55,122.99,6
2025-11-10,South,P002,465.67,160.49,2
2025-11-10,West,P006,1696.43,185.42,8
2025-11-12,South,P019,1662.69,147.66,8
2025-11-06,West,P004,2396.63,170.45,10
2025-11-07,North,P018,412.67,121.4,3
2025-11-08,East,P001,756.49,157.17,4
2025-11-06,West,P006,1556.84,153.57,8
2025-11-06,East,P002,1054.2,92.4,8
2025-11-06,South,P005,686.27,121.82,4
2025-11-12,West,P009,252.2,101.8,2
2025-11-12,East,P016,217.94,187.77,1
2025-11-08,East,P014,140.6,126.93,1
2025-11-07,West,P008,306.9,105.35,2
2025-11-09,East,P019,1499.07,130.37,10
2025-11-07,East,P014,1077.61,129.24,6
2025-11-07,North,P003,141.0,113.08,1
2025-11-10,East,P014,180.68,66.61,2
2025-11-07,West,P018,684.41,161.39,3
2025-11-06,North,P013,281.72,196.49,1
2025-11-11,North,P002,197.7,71.92,2
2025-11-06,North,P007,639.34,96.02,6
2025-11-06,East,P014,625.07,82.06,6
2025-11-10,East,P006,1943.16,170.56,10
2025-11-09,East,P019,821.13,74.87,9
2025-11-07,North,P018,2068.54,197.42,8
2025-11-08,East,P016,1513.31,127.63,10
2025-11-06,North,P013,629.45,112.52,4
2025-11-06,West,P006,347.41,132.96,2
2025-11-12,North,P015,352.82,88.42,3
2025-11-09,West,P006,674.97,53.02,9
2025-11-08,North,P005,645.55,193.85,3
2025-11-10,East,P006,794.54,134.67,4
2025-11-08,North,P003,209.06,183.59,1
2025-11-11,East,P010,1264.77,114.92,10
2025-11-12,South,P006,1144.44,102.03,8
2025-11-09,South,P016,1905.26,166.52,8
2025-11-08,North,P006,1651.58,173.51,7
2025-11-09,East,P018,862.64,69.32,9
2025-11-11,North,P003,88.12,64.52,1
2025-11-06,South,P008,631.57,122.69,4
2025-11-11,West,P010,1080.48,131.6,7
2025-11-07,North,P002,1036.7,86.84,9
2025-11-10,West,P012,742.62,57.74,10
2025-11-08,South,P008,598.29,168.33,3
2025-11-06,West,P009,266.64,90.85,2
2025-11-07,North,P013,1232.8,107.0,8
2025-11-11,West,P011,799.43,70.84,10
2025-11-11,East,P019,924.09,165.5,4
2025-11-06,East,P013,988.14,123.95,6
2025-11-09,South,P008,2235.56,191.7,8
2025-11-08,West,P018,900.5,134.73,5
2025-11-10,East,P015,130.74,113.09,1
2025-11-10,East,P001,159.62,67.58,2
2025-11-12,North,P011,2400.27,164.3,10
2025-11-08,West,P016,1364.99,123.64,9
2025-11-10,West,P001,1276.91,100.84,10
2025-11-07,West,P004,416.07,60.58,6
2025-11-09,West,P007,1930.99,178.8,9
2025-11-09,South,P009,1163.93,103.56,9
2025-11-08,East,P005,2267.22,172.25,10
2025-11-09,West,P013,168.47,132.44,1
2025-11-07,North,P005,466.02,89.82,4
2025-11-09,South,P011,1068.74,166.79,5
2025-11-09,East,P007,455.15,126.54,3
2025-11-10,North,P008,520.48,86.49,5
2025-11-09,North,P011,188.5,165.41,1
2025-11-09,West,P003,600.8,51.55,8
2025-11-06,West,P014,1388.6,113.01,9
2025-11-08,East,P016,768.65,99.76,6
2025-11-06,West,P018,403.05,151.51,2
2025-11-10,South,P017,910.98,189.61,4
2025-11-07,North,P005,383.24,80.21,4
2025-11-08,West,P014,460.8,133.73,3
2025-11-11,North,P002,1263.9,110.59,8
2025-11-07,North,P018,1077.45,180.61,5
2025-11-12,South,P001,215.41,87.44,2
2025-11-07,South,P012,541.9,160.83,3
2025-11-11,North,P003,791.73,155.1,4
2025-11-07,East,P005,2934.17,199.58,10
2025-11-07,North,P009,1305.03,160.14,6
2025-11-08,South,P006,726.59,132.78,4
2025-11-09,North,P010,1019.76,99.59,7
2025-11-09,South,P007,218.78,170.06,1
2025-11-11,West,P013,259.68,64.51,3
2025-11-11,South,P018,232.74,180.14,1
2025-11-06,East,P003,1401.26,107.1,9
2025-11-11,South,P006,1571.2,119.59,9
2025-11-12,East,P010,674.66,98.17,5
2025-11-10,North,P001,2699.99,197.46,10
2025-11-08,West,P009,995.49,95.1,9
2025-11-09,West,P009,313.33,80.04,3
2025-11-10,East,P017,642.65,169.83,3
2025-11-06,East,P013,618.43,84.85,5
2025-11-08,East,P020,746.33,56.09,9
2025-11-09,North,P020,1105.96,87.49,10
2025-11-08,North,P002,1447.71,124.15,8
2025-11-11,East,P012,1620.23,118.38,10
2025-11-09,West,P013,898.62,193.74,4
2025-11-07,North,P016,495.21,199.21,2
2025-11-08,West,P012,572.71,192.0,2
2025-11-10,South,P015,1387.9,133.96,8
2025-11-11,West,P012,185.78,165.76,1
2025-11-08,West,P012,1559.11,199.84,7
2025-11-09,North,P011,1822.46,143.84,10
2025-11-11,South,P015,893.06,128.83,5
2025-11-07,West,P017,240.41,102.76,2
2025-11-09,East,P018,1084.41,193.21,5
2025-11-12,East,P015,2071.45,185.74,8
2025-11-08,South,P012,1369.67,121.46,10
2025-11-06,West,P001,1227.28,99.97,9
2025-11-09,North,P001,171.13,130.63,1
2025-11-08,East,P010,171.88,115.64,1
2025-11-12,North,P003,153.47,52.63,2
2025-11-09,South,P001,1804.86,185.06,7
2025-11-07,South,P005,571.3,156.34,3
2025-11-09,South,P003,1063.69,159.05,5
2025-11-11,North,P007,1260.76,121.62,9
